transaction_id,sale_date,customer_id,gender,age,category,quantity,price,payment_method
837,2024-11-05,7299,Male,52,Beauty,3,65.27,Online Payment
838,2024-11-29,3021,Other,26,Electronics,4,477.43,Gift Card
839,2024-07-25,9469,Male,44,Clothing,9,362.38,Debit Card
840,2024-08-29,4617,Other,19,Beauty,1,259.42,Debit Card
841,2024-06-04,3553,Female,66,Toys,8,198.23,Cash
842,2024-09-05,9550,Male,61,Electronics,1,394.69,Online Payment
843,2024-12-11,7975,Female,45,Groceries,2,468.05,Online Payment
844,2025-05-04,4793,Female,36,Books,7,435.38,Debit Card
845,2024-12-21,4258,Female,41,Clothing,1,61.15,Gift Card
846,2025-04-07,4231,Female,50,Beauty,8,169.13,Debit Card
847,2025-03-31,7075,Female,64,Toys,4,301.82,Credit Card
848,2024-05-24,9976,Female,32,Electronics,9,117.24,Credit Card
849,2025-01-02,4646,Female,20,Electronics,7,59.45,Credit Card
850,2024-12-31,6006,Other,31,Electronics,6,226.5,Online Payment
851,2025-01-26,4180,Male,29,Beauty,3,226.25,Online Payment
852,2024-10-30,8534,Male,67,Electronics,10,481.97,Credit Card
853,2025-01-26,6577,Female,70,Clothing,4,423.66,Cash
854,2024-09-19,5304,Female,23,Beauty,7,281.84,Gift Card
855,2024-07-24,9271,Other,43,Books,2,255.49,Online Payment
856,2024-06-29,4149,Other,54,Electronics,8,497.21,Debit Card
857,2024-06-19,6930,Male,53,Toys,8,232.14,Credit Card
858,2025-04-30,2264,Male,27,Electronics,2,59.32,Credit Card
859,2025-04-12,6307,Male,35,Electronics,7,334.89,Credit Card
860,2024-07-04,9736,Male,56,Beauty,2,147.74,Cash
861,2024-09-07,6483,Male,32,Beauty,9,55.03,Debit Card
862,2024-05-26,3361,Other,26,Toys,2,191.13,Online Payment
863,2024-11-19,5411,Female,67,Home Decor,10,66.17,Debit Card
864,2024-10-16,1668,Other,68,Beauty,3,48.9,Cash
865,2024-09-11,6223,Other,60,Books,7,248.8,Online Payment
866,2024-10-24,2924,Other,31,Beauty,8,445.24,Gift Card
867,2025-01-15,5001,Male,46,Electronics,1,232.49,Online Payment
868,2025-03-29,2952,Female,42,Electronics,8,187.43,Credit Card
869,2024-10-31,6784,Female,62,Beauty,7,312.85,Debit Card
870,2025-03-28,8831,Other,28,Toys,5,344.93,Credit Card
871,2024-11-01,7521,Other,25,Home Decor,9,163.32,Debit Card
872,2025-02-17,8576,Female,53,Groceries,9,5.61,Debit Card
873,2024-10-29,4374,Other,33,Clothing,7,261.23,Online Payment
874,2024-09-27,4119,Other,65,Toys,9,489.66,Online Payment
875,2025-01-08,8239,Female,34,Home Decor,1,99.61,Online Payment
876,2025-01-16,2538,Female,44,Beauty,5,129.99,Cash
877,2024-11-25,4812,Male,32,Groceries,10,382.4,Online Payment
878,2024-12-05,4962,Other,37,Toys,7,436.1,Cash
879,2024-08-29,7474,Other,44,Groceries,5,458.8,Online Payment
880,2024-07-10,8564,Female,51,Groceries,4,437.7,Online Payment
881,2024-10-13,6134,Female,66,Books,7,479.18,Debit Card
882,2025-01-06,7437,Female,34,Groceries,3,219.74,Online Payment
883,2024-07-03,9583,Male,50,Clothing,3,145.64,Cash
884,2024-10-22,3964,Female,44,Clothing,6,92.31,Debit Card
885,2025-04-03,8024,Male,44,Home Decor,4,99.29,Online Payment
886,2025-01-03,7720,Female,33,Groceries,5,261.34,Online Payment
887,2024-09-25,2774,Male,63,Electronics,7,9.27,Cash
888,2025-04-01,7194,Other,42,Toys,8,104.73,Debit Card
889,2024-07-24,2227,Female,60,Groceries,3,431.01,Gift Card
890,2024-08-13,6360,Other,65,Books,1,230.11,Debit Card
891,2024-12-06,7742,Other,54,Electronics,7,492.92,Online Payment
892,2024-09-20,1215,Other,25,Groceries,7,202.03,Online Payment
893,2025-03-22,9495,Female,34,Clothing,4,33.16,Debit Card
894,2025-01-26,6535,Female,59,Beauty,5,226.85,Online Payment
895,2024-11-07,7823,Other,50,Electronics,2,479.48,Online Payment
896,2025-04-23,6519,Other,30,Groceries,7,5.22,Debit Card
897,2025-01-03,2550,Male,48,Groceries,3,287.12,Gift Card
898,2024-06-20,5333,Other,58,Electronics,10,472.54,Debit Card
899,2024-08-28,8786,Other,64,Books,7,383.5,Cash
900,2025-02-06,9125,Female,53,Beauty,4,298.12,Online Payment
901,2024-09-30,4348,Other,49,Books,1,20.46,Online Payment
902,2024-10-25,9893,Other,58,Beauty,8,391.49,Cash
903,2024-08-08,4800,Other,54,Electronics,2,219.16,Gift Card
904,2024-07-13,4489,Other,20,Clothing,7,321.94,Online Payment
905,2024-06-04,3824,Other,65,Toys,9,260.68,Gift Card
906,2025-02-21,6873,Other,38,Toys,4,318.22,Gift Card
907,2024-07-23,3616,Male,66,Beauty,3,361.52,Credit Card
908,2024-06-02,5322,Female,20,Groceries,7,103.21,Debit Card
909,2025-05-04,5282,Other,31,Home Decor,6,416.1,Credit Card
910,2024-07-17,8954,Male,21,Electronics,2,338.92,Debit Card
911,2024-10-03,1167,Other,31,Toys,3,143.92,Credit Card
912,2024-11-08,5278,Other,23,Clothing,8,48.74,Gift Card
913,2024-10-26,7853,Male,22,Groceries,8,97.25,Credit Card
914,2024-05-06,4947,Female,66,Home Decor,1,413.63,Credit Card
915,2024-09-16,5794,Male,67,Electronics,9,280.04,Debit Card
916,2024-10-16,2540,Male,23,Home Decor,10,133.32,Cash
917,2024-09-10,8422,Female,40,Home Decor,5,485.27,Credit Card
918,2024-05-18,4731,Other,44,Beauty,6,148.35,Credit Card
919,2025-01-04,9088,Male,18,Groceries,10,119.62,Online Payment
920,2025-04-08,4179,Male,57,Books,8,77.01,Debit Card
921,2025-02-03,7366,Male,62,Beauty,10,454.63,Credit Card
922,2024-08-22,5020,Female,66,Groceries,5,207.59,Gift Card
923,2024-08-26,1690,Other,24,Electronics,6,314.54,Cash
924,2024-11-30,4216,Male,35,Groceries,2,102.03,Cash
925,2024-12-18,2041,Female,25,Books,1,429.1,Debit Card
926,2025-05-04,7764,Other,29,Beauty,1,30.97,Gift Card
927,2024-06-02,7997,Female,64,Toys,6,397.15,Online Payment
928,2024-09-27,9088,Female,39,Groceries,2,14.56,Online Payment
929,2024-12-06,2878,Male,67,Toys,2,194.99,Online Payment
930,2025-04-06,3226,Other,47,Books,6,187.44,Gift Card
931,2024-12-22,8006,Male,27,Groceries,6,334.17,Debit Card
932,2024-06-01,3896,Male,24,Books,1,435.13,Gift Card
933,2024-09-16,3482,Other,25,Beauty,1,342.69,Online Payment
934,2025-03-17,4311,Female,31,Beauty,3,57.25,Gift Card
935,2024-05-17,9644,Other,30,Electronics,8,362.61,Cash
936,2025-01-28,5645,Female,63,Clothing,2,23.44,Cash
937,2025-02-25,8002,Other,51,Groceries,5,46.56,Online Payment
938,2024-12-04,6025,Other,67,Beauty,9,126.94,Cash
939,2024-05-12,1767,Other,54,Groceries,2,110.95,Gift Card
940,2024-11-18,2162,Male,44,Beauty,10,487.0,Cash
941,2025-02-26,2133,Other,26,Groceries,5,441.44,Gift Card
942,2024-08-22,8480,Male,43,Toys,5,307.85,Debit Card
943,2024-06-26,7008,Female,36,Groceries,5,371.42,Cash
944,2025-01-08,8172,Female,65,Clothing,2,260.88,Gift Card
945,2024-09-30,3388,Female,43,Clothing,5,207.78,Credit Card
946,2024-06-06,7967,Female,19,Toys,2,210.29,Cash
947,2024-11-27,1015,Other,59,Groceries,5,426.17,Credit Card
948,2024-06-18,7072,Other,38,Electronics,1,195.61,Online Payment
949,2024-12-11,6836,Female,60,Toys,1,300.74,Debit Card
950,2024-06-27,5426,Female,39,Clothing,5,79.31,Debit Card
951,2025-03-25,2300,Female,57,Clothing,4,21.65,Cash
952,2024-11-12,4031,Other,53,Toys,2,93.88,Debit Card
953,2024-08-29,1951,Male,68,Beauty,10,205.59,Cash
954,2024-12-10,9447,Other,64,Beauty,6,445.85,Cash
955,2025-01-26,8433,Other,35,Clothing,4,427.03,Online Payment
956,2024-10-08,3116,Other,65,Electronics,3,473.18,Online Payment
957,2025-02-18,8295,Other,54,Beauty,10,454.07,Cash
958,2024-05-19,7062,Female,40,Home Decor,10,259.71,Cash
959,2025-02-03,3088,Female,44,Home Decor,10,196.91,Credit Card
960,2024-11-12,3555,Female,46,Electronics,8,47.42,Gift Card
961,2024-09-20,2121,Male,39,Clothing,8,73.77,Cash
962,2024-09-18,6142,Male,39,Toys,8,290.66,Cash
963,2024-11-11,1866,Female,23,Electronics,10,154.26,Credit Card
964,2025-01-03,9985,Female,56,Toys,3,127.63,Debit Card
965,2025-02-12,2640,Male,41,Groceries,1,304.29,Gift Card
966,2024-07-18,2088,Male,48,Electronics,9,9.84,Debit Card
967,2024-08-14,3214,Male,25,Electronics,7,342.92,Credit Card
968,2024-08-14,7640,Female,22,Beauty,7,384.32,Gift Card
969,2025-04-08,3719,Other,66,Clothing,4,349.46,Credit Card
970,2025-01-05,9135,Other,64,Groceries,8,429.12,Cash
971,2024-07-11,5604,Male,57,Groceries,9,481.81,Gift Card
972,2024-08-20,3657,Other,30,Groceries,1,122.25,Debit Card
973,2024-08-03,9952,Male,35,Groceries,4,309.0,Cash
974,2025-03-28,1108,Other,27,Groceries,4,275.08,Cash
975,2024-08-26,5280,Female,66,Electronics,10,402.73,Debit Card
976,2024-07-07,5192,Other,60,Electronics,1,282.36,Gift Card
977,2025-01-07,8169,Male,64,Clothing,3,356.72,Gift Card
978,2025-03-27,8700,Female,20,Beauty,8,415.58,Cash
979,2024-12-16,1012,Female,61,Electronics,4,120.95,Online Payment
980,2024-07-10,6599,Female,45,Books,10,497.22,Gift Card
981,2024-12-24,4616,Female,58,Beauty,9,205.64,Cash
982,2024-08-16,5650,Other,40,Electronics,7,263.91,Credit Card
983,2024-10-18,8972,Male,41,Groceries,7,489.25,Online Payment
984,2024-07-14,8390,Male,60,Clothing,4,325.51,Online Payment
985,2024-10-21,5532,Male,44,Groceries,8,142.22,Credit Card
986,2024-07-20,7892,Male,27,Books,8,271.97,Online Payment
987,2024-11-30,3335,Male,56,Electronics,4,39.67,Debit Card
988,2024-08-24,3988,Other,39,Books,10,374.23,Debit Card
989,2024-08-17,2723,Other,20,Toys,3,232.2,Credit Card
990,2024-12-04,3634,Male,49,Electronics,3,382.53,Credit Card
991,2025-01-14,9696,Female,62,Clothing,3,123.02,Online Payment
992,2024-05-15,9878,Male,42,Clothing,2,462.83,Debit Card
993,2025-02-26,5689,Other,20,Books,9,260.44,Cash
994,2025-04-24,4238,Female,26,Beauty,1,93.37,Credit Card
995,2025-02-06,2173,Other,41,Electronics,5,134.05,Cash
996,2024-11-27,5804,Female,20,Home Decor,8,132.91,Debit Card
997,2024-07-29,2620,Female,53,Beauty,9,369.28,Credit Card
998,2025-01-13,5699,Male,62,Beauty,4,64.07,Cash
999,2024-06-08,5474,Female,23,Toys,3,239.7,Online Payment
1000,2024-12-10,7605,Female,32,Clothing,3,47.73,Cash
1001,2024-10-13,6583,Female,57,Clothing,5,159.85,Online Payment
1002,2024-09-12,3415,Male,69,Electronics,7,387.25,Gift Card
1003,2024-08-03,5107,Female,38,Electronics,8,95.2,Gift Card
1004,2025-01-31,1361,Other,58,Clothing,3,135.37,Credit Card
1005,2024-05-23,7258,Female,67,Books,10,321.38,Cash
1006,2025-05-02,7650,Other,48,Home Decor,9,145.6,Cash
1007,2025-04-19,3664,Female,56,Groceries,1,339.48,Gift Card
1008,2024-05-10,2480,Male,65,Toys,10,322.24,Online Payment
1009,2024-12-07,7573,Other,25,Home Decor,5,249.03,Online Payment
1010,2024-12-10,6436,Female,19,Books,8,215.86,Debit Card
1011,2024-10-23,8268,Female,30,Home Decor,2,258.4,Cash
1012,2024-11-29,2740,Other,23,Home Decor,4,255.47,Credit Card
1013,2024-05-21,7909,Other,66,Books,4,413.08,Cash
1014,2024-08-12,9017,Male,20,Home Decor,9,235.26,Online Payment
1015,2024-08-05,6231,Female,69,Books,7,242.81,Credit Card
1016,2025-02-23,5354,Other,36,Groceries,3,81.24,Gift Card
1017,2024-08-23,3492,Other,33,Home Decor,8,118.59,Credit Card
1018,2025-02-19,8120,Other,30,Toys,10,54.06,Gift Card
1019,2024-08-09,1613,Female,38,Beauty,10,463.41,Gift Card
1020,2024-06-09,4272,Male,63,Groceries,4,364.81,Online Payment
1021,2024-09-10,2491,Female,69,Clothing,6,75.79,Online Payment
1022,2025-01-15,3820,Male,20,Groceries,5,247.89,Debit Card
1023,2024-11-17,9720,Male,66,Electronics,1,200.02,Online Payment
1024,2024-10-11,5028,Female,38,Toys,6,327.21,Debit Card
1025,2024-08-06,6998,Other,20,Groceries,10,127.52,Cash
1026,2024-05-18,9833,Male,36,Groceries,1,199.35,Credit Card
1027,2024-07-19,1351,Male,53,Home Decor,10,232.04,Gift Card
1028,2024-09-24,6842,Male,56,Toys,9,165.43,Online Payment
1029,2025-02-11,7409,Male,34,Electronics,10,158.06,Gift Card
1030,2025-04-03,6694,Male,60,Groceries,8,96.73,Online Payment
1031,2025-04-14,5549,Other,39,Beauty,6,187.69,Cash
1032,2025-02-08,1302,Male,68,Electronics,3,157.19,Gift Card
1033,2025-04-06,5762,Female,59,Home Decor,10,289.93,Online Payment
1034,2024-11-18,3303,Male,28,Beauty,9,366.34,Debit Card
1035,2024-07-31,8797,Other,25,Groceries,9,121.8,Gift Card
1036,2024-11-28,5510,Male,19,Books,8,87.02,Credit Card
1037,2025-05-02,2960,Female,23,Home Decor,8,94.26,Cash
1038,2025-02-17,9161,Other,60,Electronics,7,181.86,Debit Card
1039,2024-05-08,9102,Male,53,Beauty,6,321.1,Cash
1040,2025-01-23,6113,Male,51,Clothing,6,114.91,Credit Card
1041,2024-07-16,7380,Female,57,Beauty,4,186.0,Debit Card
1042,2025-02-14,8754,Female,36,Clothing,2,93.19,Credit Card
1043,2025-02-26,3382,Female,39,Home Decor,3,425.03,Cash
1044,2025-04-09,5484,Female,27,Beauty,3,391.21,Gift Card
1045,2024-06-06,2909,Other,24,Clothing,7,131.78,Gift Card
1046,2024-08-29,5778,Female,60,Clothing,3,425.8,Cash
1047,2025-04-29,7118,Female,64,Books,4,347.48,Debit Card
1048,2024-11-28,4695,Male,35,Home Decor,2,17.95,Gift Card
1049,2024-09-24,9055,Female,61,Clothing,9,466.16,Credit Card
1050,2024-08-23,6895,Female,27,Beauty,1,427.08,Credit Card
1051,2024-08-15,4440,Other,36,Books,2,151.57,Debit Card
1052,2024-07-03,4105,Other,59,Beauty,3,451.46,Gift Card
1053,2024-06-25,3100,Male,25,Groceries,3,210.33,Online Payment
1054,2025-02-09,6368,Other,65,Toys,4,336.19,Debit Card
1055,2025-02-03,9794,Male,41,Electronics,5,469.62,Online Payment
1056,2024-09-25,6420,Female,47,Clothing,10,389.37,Debit Card
1057,2024-07-09,6266,Other,54,Beauty,9,28.49,Gift Card
1058,2024-06-15,2383,Female,44,Clothing,9,267.51,Online Payment
1059,2024-08-19,6834,Female,56,Clothing,6,436.12,Debit Card
1060,2024-08-30,3371,Female,35,Groceries,5,156.91,Credit Card
1061,2024-12-03,9788,Other,38,Home Decor,8,364.04,Credit Card
1062,2024-08-25,8644,Male,44,Books,3,401.94,Online Payment
1063,2025-04-29,1165,Other,53,Electronics,7,320.24,Cash
1064,2025-02-19,6054,Other,66,Groceries,1,138.55,Cash
1065,2024-10-08,7974,Male,68,Beauty,8,189.24,Debit Card
1066,2025-03-02,4635,Other,52,Toys,6,28.0,Credit Card
1067,2024-07-02,1659,Male,53,Groceries,8,321.54,Gift Card
1068,2024-08-04,7485,Male,28,Groceries,3,14.81,Gift Card
1069,2024-11-18,4991,Other,18,Home Decor,7,70.78,Credit Card
1070,2025-04-23,5169,Female,67,Electronics,4,212.5,Online Payment
1071,2025-02-04,4795,Female,18,Clothing,6,366.82,Cash
1072,2024-08-01,7242,Male,28,Home Decor,1,250.44,Credit Card
1073,2024-08-08,6290,Female,31,Beauty,8,55.26,Cash
1074,2024-12-16,1547,Male,22,Toys,9,454.86,Credit Card
1075,2024-07-26,4647,Female,57,Toys,8,116.21,Debit Card
1076,2024-12-07,2641,Male,54,Groceries,10,22.84,Credit Card
1077,2024-06-13,8026,Male,67,Electronics,1,257.82,Online Payment
1078,2025-01-16,3398,Female,44,Electronics,5,355.44,Online Payment
1079,2025-04-28,3267,Other,26,Beauty,5,208.71,Debit Card
1080,2024-11-04,2882,Male,49,Clothing,10,337.49,Credit Card
1081,2024-05-18,6166,Male,59,Home Decor,5,171.27,Online Payment
1082,2025-01-18,2748,Other,61,Home Decor,6,419.48,Cash
1083,2025-05-05,1713,Other,57,Groceries,5,373.84,Gift Card
1084,2025-02-26,7808,Female,54,Beauty,2,456.4,Cash
1085,2024-07-27,8747,Male,56,Electronics,5,339.66,Online Payment
1086,2025-04-29,9749,Other,66,Electronics,4,396.6,Credit Card
1087,2024-08-26,1484,Female,23,Clothing,10,291.28,Cash
1088,2025-04-19,6805,Female,63,Clothing,10,385.19,Credit Card
1089,2024-11-03,8710,Female,29,Electronics,10,466.97,Cash
1090,2024-05-26,4365,Male,55,Toys,8,167.04,Gift Card
1091,2024-10-11,1512,Male,43,Beauty,10,359.2,Credit Card
1092,2024-07-23,1490,Male,26,Home Decor,3,357.27,Gift Card
1093,2024-12-29,8071,Male,53,Home Decor,1,277.62,Gift Card
1094,2025-01-11,8111,Male,49,Books,5,287.05,Online Payment
1095,2025-03-18,6264,Female,42,Home Decor,1,264.7,Online Payment
1096,2024-07-15,8369,Male,25,Clothing,8,187.64,Online Payment
1097,2024-11-02,4663,Male,51,Books,3,294.86,Gift Card
1098,2025-02-09,9008,Other,20,Toys,4,304.75,Credit Card
1099,2024-05-11,7514,Female,40,Home Decor,9,208.6,Debit Card
1100,2024-10-07,6152,Male,42,Groceries,8,376.92,Online Payment
1101,2024-12-13,3068,Male,65,Books,10,359.15,Online Payment
1102,2025-05-02,5238,Male,53,Books,1,196.1,Credit Card
1103,2025-02-26,4336,Other,25,Books,6,370.09,Cash
1104,2024-11-18,4580,Other,52,Home Decor,5,65.45,Gift Card
1105,2025-04-27,9812,Male,38,Books,1,406.65,Gift Card
1106,2025-02-06,9777,Male,27,Groceries,9,246.39,Cash
1107,2025-01-24,2128,Female,37,Clothing,10,94.94,Online Payment
1108,2024-12-18,8203,Female,44,Beauty,5,19.9,Debit Card
1109,2024-09-08,9133,Male,58,Books,6,212.49,Credit Card
1110,2025-04-20,2824,Other,27,Electronics,3,349.93,Gift Card
1111,2024-12-10,5548,Other,51,Electronics,5,329.72,Gift Card
1112,2025-05-06,5797,Male,56,Toys,9,101.37,Online Payment
1113,2024-12-22,7076,Female,35,Beauty,8,23.36,Online Payment
1114,2024-10-01,5019,Male,58,Electronics,1,403.74,Credit Card
1115,2024-10-22,2252,Other,56,Home Decor,1,16.73,Credit Card
1116,2024-11-21,3995,Other,68,Toys,3,154.58,Cash
1117,2025-01-11,9526,Other,19,Home Decor,3,402.1,Gift Card
1118,2024-09-08,7921,Other,61,Groceries,7,435.86,Cash
1119,2025-01-23,1238,Other,70,Books,8,328.2,Debit Card
1120,2024-07-28,2103,Other,25,Electronics,10,271.39,Debit Card
1121,2024-12-25,1638,Male,54,Groceries,1,451.32,Gift Card
1122,2024-08-28,8936,Female,37,Home Decor,4,126.08,Credit Card
1123,2025-02-04,3996,Male,38,Electronics,8,412.56,Credit Card
1124,2024-08-16,4167,Female,41,Books,3,8.85,Debit Card
1125,2024-11-05,2139,Female,19,Clothing,1,68.72,Cash
1126,2025-03-27,4936,Female,60,Groceries,1,42.53,Gift Card
1127,2024-09-06,6394,Male,62,Books,6,498.14,Debit Card
1128,2024-09-24,2819,Other,60,Beauty,6,483.53,Gift Card
1129,2025-02-01,6798,Female,65,Home Decor,1,312.61,Online Payment
1130,2025-03-09,8136,Female,54,Toys,5,342.62,Credit Card
1131,2024-07-25,2099,Other,60,Toys,5,346.29,Online Payment
1132,2025-02-17,2772,Female,52,Electronics,4,131.41,Debit Card
1133,2025-05-04,7148,Male,20,Home Decor,7,215.32,Online Payment
1134,2025-02-27,5069,Male,59,Groceries,1,102.87,Gift Card
1135,2024-09-01,9199,Other,25,Books,9,454.84,Gift Card
1136,2024-06-05,9783,Other,66,Groceries,9,450.77,Credit Card
1137,2024-10-21,7335,Female,70,Toys,10,397.68,Credit Card
1138,2024-07-29,2917,Male,30,Books,8,82.39,Online Payment
1139,2025-03-23,9848,Other,39,Beauty,1,242.77,Online Payment
1140,2024-08-13,3368,Male,28,Books,10,28.4,Gift Card
1141,2025-01-03,8418,Female,42,Books,10,305.7,Online Payment
1142,2025-01-27,4812,Male,41,Toys,6,431.49,Debit Card
1143,2024-06-19,5568,Other,23,Toys,5,395.25,Debit Card
1144,2024-12-20,6656,Male,24,Electronics,6,193.43,Debit Card
1145,2024-12-08,3862,Male,38,Books,3,392.01,Debit Card
1146,2025-04-07,2573,Other,44,Toys,2,167.87,Credit Card
1147,2024-10-06,1276,Female,23,Electronics,8,486.64,Gift Card
1148,2024-12-06,6034,Male,26,Clothing,10,136.17,Cash
1149,2025-02-28,3711,Female,51,Clothing,5,224.54,Cash
1150,2024-09-27,8293,Male,58,Home Decor,8,215.87,Online Payment
1151,2025-04-11,9599,Female,31,Electronics,4,419.13,Credit Card
1152,2025-01-19,4119,Other,40,Electronics,3,138.1,Debit Card
1153,2024-07-12,1276,Male,27,Books,5,362.23,Cash
1154,2024-05-08,2495,Female,35,Beauty,10,362.28,Cash
1155,2024-12-10,2186,Male,70,Beauty,9,280.09,Cash
1156,2025-03-17,3487,Other,68,Beauty,6,382.07,Online Payment
1157,2025-03-19,5164,Male,45,Electronics,9,336.0,Cash
1158,2025-04-22,5504,Other,58,Toys,2,228.02,Credit Card
1159,2024-09-13,4310,Female,43,Clothing,7,381.9,Gift Card
1160,2024-08-09,3724,Female,32,Books,6,419.8,Gift Card
1161,2024-11-24,8564,Other,69,Beauty,9,268.25,Gift Card
1162,2024-07-20,7986,Other,22,Electronics,2,494.93,Credit Card
1163,2025-03-01,9933,Male,45,Electronics,10,334.38,Credit Card
1164,2025-02-13,9148,Other,51,Home Decor,1,100.75,Gift Card
1165,2024-12-01,9281,Other,38,Beauty,5,241.02,Online Payment
1166,2025-01-13,1992,Female,30,Electronics,8,235.24,Gift Card
1167,2024-07-25,8579,Female,54,Beauty,1,403.54,Gift Card
1168,2024-07-11,6784,Other,35,Books,6,70.86,Debit Card
1169,2024-08-31,1351,Other,43,Beauty,8,22.63,Debit Card
1170,2025-01-12,7878,Male,18,Groceries,3,340.48,Cash
1171,2025-02-22,9077,Female,29,Books,10,169.13,Credit Card
1172,2024-09-28,4483,Male,59,Home Decor,7,132.9,Debit Card
1173,2024-06-02,3475,Female,58,Electronics,10,302.97,Debit Card
1174,2024-10-23,7270,Other,34,Books,7,386.02,Cash
1175,2024-06-30,3111,Other,43,Electronics,3,18.14,Cash
1176,2024-08-22,7545,Female,46,Home Decor,5,185.55,Credit Card
1177,2025-01-14,6532,Female,62,Clothing,2,479.74,Cash
1178,2024-07-06,5202,Female,22,Toys,2,307.31,Debit Card
1179,2024-06-28,2856,Male,56,Toys,7,403.94,Online Payment
1180,2024-08-22,2692,Other,55,Home Decor,10,289.52,Gift Card
1181,2025-03-30,7556,Male,55,Books,8,237.12,Online Payment
1182,2024-09-25,9001,Other,66,Groceries,7,163.07,Debit Card
1183,2025-01-28,5300,Female,29,Electronics,7,398.52,Cash
1184,2025-01-28,4468,Female,57,Groceries,6,10.45,Cash
1185,2024-11-14,8019,Other,44,Groceries,4,118.1,Gift Card
1186,2024-08-03,3783,Male,48,Groceries,7,277.34,Online Payment
1187,2024-06-14,5119,Male,25,Electronics,4,35.86,Credit Card
1188,2024-06-12,5992,Female,41,Books,10,78.1,Online Payment
1189,2025-03-01,2171,Female,48,Home Decor,10,193.95,Gift Card
1190,2024-06-09,3313,Male,29,Home Decor,7,309.19,Credit Card
1191,2025-02-11,6353,Other,52,Beauty,5,378.97,Online Payment
1192,2024-05-29,6699,Male,24,Toys,2,70.78,Debit Card
1193,2024-08-28,5499,Other,50,Home Decor,3,66.02,Debit Card
1194,2024-11-28,5872,Female,50,Beauty,7,59.18,Online Payment
1195,2024-08-29,9603,Other,35,Beauty,4,230.72,Cash
1196,2025-02-18,7947,Male,35,Beauty,5,127.2,Debit Card
1197,2024-11-14,8280,Male,32,Home Decor,10,214.62,Credit Card
1198,2024-05-23,2599,Male,42,Books,4,378.1,Gift Card
1199,2025-03-22,9265,Female,54,Home Decor,1,437.56,Gift Card
1200,2025-01-04,7191,Other,39,Clothing,4,53.32,Debit Card
1201,2024-10-19,7548,Female,42,Home Decor,4,288.74,Gift Card
1202,2025-01-08,1757,Male,34,Home Decor,1,226.86,Gift Card
1203,2025-04-14,3684,Female,29,Groceries,6,200.2,Debit Card
1204,2024-12-04,9100,Female,30,Electronics,4,326.44,Gift Card
1205,2025-01-24,4054,Other,34,Beauty,2,93.73,Credit Card
1206,2024-09-28,3090,Other,46,Toys,10,349.29,Credit Card
1207,2025-03-28,3614,Other,53,Beauty,4,424.16,Credit Card
1208,2025-01-24,6336,Other,46,Home Decor,1,139.13,Cash
1209,2024-12-08,4070,Female,26,Electronics,9,373.67,Gift Card
1210,2025-04-28,4536,Female,19,Clothing,2,73.71,Gift Card
1211,2025-05-05,9984,Other,59,Electronics,3,445.77,Online Payment
1212,2024-12-02,9590,Male,21,Beauty,8,342.93,Cash
1213,2024-07-16,1310,Other,50,Toys,10,297.9,Credit Card
1214,2024-10-28,2022,Other,38,Beauty,1,194.24,Credit Card
1215,2024-10-04,9859,Male,68,Clothing,10,366.56,Credit Card
1216,2024-11-21,4540,Other,31,Beauty,6,160.79,Debit Card
1217,2024-11-16,8030,Male,62,Home Decor,5,494.41,Gift Card
1218,2025-05-02,2705,Female,58,Clothing,1,190.18,Credit Card
1219,2024-08-30,9793,Other,38,Electronics,2,287.34,Debit Card
1220,2025-03-18,1299,Male,58,Toys,2,449.92,Debit Card
1221,2025-03-12,6862,Other,62,Electronics,2,46.61,Cash
1222,2025-03-02,1250,Other,22,Clothing,6,295.16,Credit Card
1223,2024-11-24,2765,Female,60,Home Decor,10,115.77,Debit Card
1224,2024-06-12,2680,Female,67,Clothing,7,346.54,Gift Card
1225,2025-01-28,4799,Female,35,Home Decor,7,345.3,Gift Card
1226,2025-01-19,4124,Male,34,Home Decor,5,311.28,Cash
1227,2024-10-14,6032,Male,50,Home Decor,1,364.2,Online Payment
1228,2024-10-25,5976,Other,21,Home Decor,4,179.54,Online Payment
1229,2024-10-18,6355,Female,70,Books,1,29.59,Gift Card
1230,2024-05-14,5661,Female,39,Books,7,393.27,Credit Card
1231,2024-08-05,1499,Male,22,Home Decor,5,182.09,Debit Card
1232,2024-10-08,2181,Other,21,Electronics,6,15.3,Debit Card
1233,2024-07-04,4098,Female,33,Home Decor,1,154.13,Cash
1234,2025-02-19,8484,Female,28,Toys,1,222.89,Credit Card
1235,2025-01-20,4143,Female,45,Books,9,56.14,Gift Card
1236,2024-10-13,7984,Male,37,Toys,6,420.67,Credit Card
1237,2024-09-10,5218,Female,41,Home Decor,1,458.78,Gift Card
1238,2024-10-06,1063,Male,63,Electronics,9,10.6,Debit Card
1239,2024-11-07,5682,Male,52,Electronics,3,186.44,Cash
1240,2024-10-02,1556,Male,25,Groceries,1,17.27,Cash
1241,2025-03-19,3295,Male,44,Books,6,88.79,Cash
1242,2025-05-05,9384,Male,56,Books,9,310.23,Debit Card
1243,2024-08-24,2804,Female,53,Beauty,2,484.89,Debit Card
1244,2025-02-03,8525,Female,25,Beauty,3,24.13,Credit Card
1245,2024-12-17,7541,Other,50,Toys,3,420.03,Credit Card
1246,2025-04-14,4035,Male,24,Groceries,6,138.09,Credit Card
